text_a	label
*Note - OB and Lotte played two games .	O O B-ORG O B-PER O O O O
Afghan UAE embassy says Taleban guards going home .	B-MISC B-LOC O O B-MISC O O O O
Officials said the Ravi and Chenab rivers , which both flow through Punjab , were in high flood and emergency services backed by troops were on full alert .	O O O B-LOC O B-LOC O O O O O O B-LOC O O O O O O O O O O O O O O O O
Mickelson 's victory gave him a 10 year exemption to the PGA Tour .	B-PER O O O O O O O O O O B-MISC I-MISC O
Penalties : Simon Culhane , Jon Preston ( 2 ) .	O O B-PER I-PER O B-PER I-PER O O O O
PUT E 95.0 PCT 1.33 DEM 1.80 PCT 71.70 X	O O O O O B-MISC O O O O
HARARE 1996-08-24	B-LOC O
Cork 131 23 434 12 36.16	B-PER O O O O O
TALLINN 1996-08-27	B-LOC O
Mir Zaman Gul ( Pakistan ) beat Stephen Meads ( England ) 10-15	B-PER I-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O
Attendance not given .	O O O O
COLORADO 9 Cincinnati 5	B-ORG O B-ORG O
5. Veerle De Jaeghere ( Belgium ) 2:43.18	O B-PER I-PER I-PER O B-LOC O O
" This whole thing is utterly useless , it does n't help us at all .	O O O O O O O O O O O O O O O O
NAFTEMBORIKI	O
He ranks 76th after being 285th four weeks ago .	O O O O O O O O O O
At Minnesota , John Jaha 's three-run homer , his 26th , capped a five-run eighth inning that rallied the Milwaukee Brewers to a 10-7 victory over the Twins .	O B-LOC O B-PER I-PER O O O O O O O O O O O O O O O B-ORG I-ORG O O O O O O B-ORG O
Incumbent president Lennart Meri won 49 votes compared to 34 won by his rival , deputy Parliamentary Speaker Arnold Ruutel .	O O B-PER I-PER O O O O O O O O O O O O O O B-PER I-PER O
Gallagher made his usual obscene gestures and swore at journalists as he prepared to fly from London 's Heathrow airport to Chicago .	B-PER O O O O O O O O O O O O O O O B-LOC O B-LOC O O B-LOC O
-DOCSTART-	O
LG 45 5 59 .436 17 1/2	B-ORG O O O O O O
4. Faroe Islands 8.56	O B-LOC I-LOC O
It said " Mission : Impossible " director Brian De Palma would have first crack at the sequel , though no deals have been made yet .	O O O B-MISC I-MISC I-MISC O O B-PER I-PER I-PER O O O O O O O O O O O O O O O O
COLOMBO 1996-08-26	B-LOC O
Republicans hope to seize on the " character " issue to bolster Clinton 's challenger Bob Dole in the final weeks of the campaign .	B-MISC O O O O O O O O O O O B-PER O O B-PER I-PER O O O O O O O O
A drought scoured the steppes in May and June , stunting the growing wheat .	O O O O O O O O O O O O O O O
Industrial services	O O
Saeed Anwar c Croft b Cork 176	B-PER I-PER O B-PER O B-PER O
The average family earns 160-200 million karbovanets a year ( $ 800 - $ 1,000 ) -- but many have not been paid in months , Soprun said . "	O O O O O O O O O O O O O O O O O O O O O O O O O O B-PER O O O
WESTERN DIVISION	B-MISC I-MISC
FOR Bedi Bunder 9,800 8,800	O B-MISC I-MISC O O
M. Alleyne 4-80 ) .	B-PER I-PER O O O
MELBOURNE 1996-08-23	B-LOC O
-DOCSTART-	O
Palestinians accuse PA of banning books .	B-MISC O B-ORG O O O O
CHICAGO AREA MILLS ( dollars per short ton )	B-MISC I-MISC I-MISC O O O O O O
- Shimon Peres to Morocco , will stay at king 's private residence .	O B-PER I-PER O B-LOC O O O O O O O O O
The pro-reform stance of some of the party leadership initially caused a storm and triggered the resignation last month of the party 's Secretary-General Gramoz Ruci .	O O O O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O
" I do n't see that possibility because India is not entering into any arms race , " he said . "	O O O O O O O O B-LOC O O O O O O O O O O O O O
Chamorro has complained of lower back pain since her trip to Taiwan in May , when the pain forced her to go to Taipei University Hospital for an examination .	B-PER O O O O O O O O O O B-LOC O O O O O O O O O O O B-LOC I-LOC I-LOC O O O O
The other final of the night , the women 's 24-kms points race , also ended in success for the reigning champion .	O O O O O O O O O O O O O O O O O O O O O O O
The others have been charged with abduction and illegal imprisonment of children or are suspected of criminal association .	O O O O O O O O O O O O O O O O O O O
San Francisco Giants All-Star left fielder Barry Bonds did not appear in Sunday 's 7-2 victory over the Montreal Expos , ending his consecutive games streak .	B-ORG I-ORG I-ORG B-MISC O O B-PER I-PER O O O O O O O O O O B-ORG I-ORG O O O O O O O
LINZ , Austria 1996-08-28	B-LOC O B-LOC O
JAKARTA 1996-08-29	B-LOC O
SEOUL 1996-08-25	B-LOC O
1996-08-23	O
The NCB 's official monthly trade statistics are lagging behind due to changes in customs procedures when Finland joined the European Union at the start of 1995 .	O B-ORG O O O O O O O O O O O O O O O B-LOC O O B-ORG I-ORG O O O O O O
3. Margaret Crowley ( Australia ) 2:02.40	O B-PER I-PER O B-LOC O O
ANKARA 1996-08-28	B-LOC O
Revised placings for second race after the disqualification	O O O O O O O O
Barnsley 3 Huddersfield 1	B-ORG O B-ORG O
The present contract with the British Broadcasting Corporation was shared between the four home nations while France have their own television deal .	O O O O O B-ORG I-ORG I-ORG O O O O O O O O B-LOC O O O O O O
Use of Proceeds : Research , preclinical and clinical product development , and general corporate purposes .	O O O O O O O O O O O O O O O O O
" Long dated volatility has been low this year , so it is still at levels which are not historically high .	O O O O O O O O O O O O O O O O O O O O O O
CHICAGO AT HOUSTON	B-ORG O B-LOC
Men 's singles , first round	O O O O O O
AC Sparta Praha 2 0 1 1 3 4 1	B-ORG I-ORG I-ORG O O O O O O O
CHICAGO 1996-08-27	B-LOC O
" Unified is one of the blue chips , which has more prospects than anybody else does , because they have ADRs supposedly coming up , " Mokhoff said .	O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O B-PER O O
In one letter , a black soldier heading South wrote his wife , " though great is the present national difficulties yet I look forward to a brighter day when I shall have the oportunity of seeing you in the full enjoyment of freedom .	O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
OAKLAND 63 71 .470 13 1/2	B-ORG O O O O O
Subpoenas are due to be served on a number of people this week . "	O O O O O O O O O O O O O O O
Malta police seize cannabis among chilli sauce .	B-LOC O O O O O O O
WESTERN DIVISION	B-MISC I-MISC
Three Dutch players have pulled out of the squad for Saturday 's friendly international soccer match against Brazil in Amsterdam .	O B-MISC O O O O O O O O O O O O O O O B-LOC O B-LOC O
BRUSSELS 1996-08-22	B-LOC O
Lincoln 1 Cambridge 1	B-ORG O B-ORG O
" We expect our cooperation will help both countries towards entering the European Union and NATO , " Kwasniewski said .	O O O O O O O O O O O O B-ORG I-ORG O B-ORG O O B-PER O O
Neither Meri , who oversaw Estonia 's first steps into statehood after the collapse of the Soviet Union , nor his arch-rival , former communist Arnold Ruutel , have secured the 68 votes necessary from the 101-member parliament .	O B-PER O O O B-LOC O O O O O O O O O O B-LOC I-LOC O O O O O O O B-PER I-PER O O O O O O O O O O O O
He wrote a jazz ballet " La Creation du Monde " and scores for many films including an early version of " Madame Bovary " .	O O O O O O B-MISC I-MISC I-MISC I-MISC O O O O O O O O O O O O B-MISC I-MISC O O
American League	B-MISC I-MISC
-DOCSTART-	O
2. Armstrong 3 seconds behind	O B-PER O O O
Fuel oil inventories dipped slightly with some straight-run arrivals , but fair bunkering demand removing more material .	O O O O O O O O O O O O O O O O O O
7-5	O
The bronze medal went to another German , Jan Van Eijden , in 1:04.541 .	O O O O O O B-MISC O B-PER I-PER I-PER O O O O
-DOCSTART-	O
Men 's javelin :	O O O O
Sturm Graz 6 2 3 1 8 5 9	B-ORG I-ORG O O O O O O O
India	B-LOC
Government bond yields : ( 2-yr 1998 / J ) 25.49,(3-yr 1999 / c ) 24.44	O O O O O O O O O O O O O O O O
A government statement , broadcast repeatedly by state radio , said the two days of prayer were " for the dead , for peace and prosperity in Guinea , the victory of the new government and the health of the head of state " .	O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O
The winner has to secure a majority from the college within two rounds of voting otherwise the election will go back before the parliament .	O O O O O O O O O O O O O O O O O O O O O O O O O
U.S. corn gluten meal steady-higher , feed flat .	B-LOC O O O O O O O O
-DOCSTART-	O
Results of English first division	O O B-MISC O O
He did not say if Egypt would go so far as to break relations , a step it has been reluctant to take , ostensibly because it would affect ordinary Sudanese .	O O O O O B-LOC O O O O O O O O O O O O O O O O O O O O O O O O B-MISC O
Attendence : 20,000	O O O
FEATURES - AEX INDEX 7,391 5,658 15.72	O O B-MISC O O O O
CRICKET - ENGLAND 326 ALL OUT V PAKISTAN IN THIRD TEST .	O O B-LOC O O O O B-LOC O O O O
Played Friday :	O O O
" They just voted along ethnic lines where they could . "	O O O O O O O O O O O O
Sao Paulo 4 3 1 0 10 5 10	B-ORG I-ORG O O O O O O O
The 26-year-old O'Brien , who won the ATP Tour stop in New Haven last week , has now won 18 of his last 20 matches , dating back to qualifying rounds in Los Angeles in late July .	O O B-PER O O O O B-MISC I-MISC O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O
Jimmy Thomson became Scotland 's first managerial casualty of the season on Tuesday when he quit Raith Rovers , bottom of the premier division .	B-PER I-PER O B-LOC O O O O O O O O O O O O B-ORG I-ORG O O O O O O O
Exeter 2 Scarborough 2	B-ORG O B-ORG O
The dollar was also pressured by the mark 's strength against European currencies amid renewed concerns over Europe 's economic and monetary union ( EMU ) timetable .	O O O O O O O O O O O B-MISC O O O O O B-LOC O O O O O O B-MISC O O O
-- Jason Webb , Buenos Aires Newsroom +541 318-0655	O B-PER I-PER O B-ORG I-ORG I-ORG O O
But Atletico struck back almost immediately through new signing Juan Eduardo Esnaider and then Serbian set-piece specialist Pantic made it 3-1 with a superb free-kick in the 75th minute .	O B-ORG O O O O O O O B-PER I-PER I-PER O O B-MISC O O B-PER O O O O O O O O O O O O
-DOCSTART-	O
ABC	B-ORG
His father cut him down and tried to revive him but paramedics pronounced him dead when they arrived .	O O O O O O O O O O O O O O O O O O O
This decision will result in the reimbursement by Medicare of $ 81,000 in disputed costs .	O O O O O O O O B-MISC O O O O O O O
Chechen rebel spokesman Movladi Udugov confirmed the weapons had been seized but that it was a maverick group of Chechens .	B-MISC O O B-PER I-PER O O O O O O O O O O O O O O B-MISC O
Medicare would be at risk of withering on the vine .	B-MISC O O O O O O O O O O
-DOCSTART-	O
HONG KONG 11,424.64 - 54.13 11,594.99 10,204.87	B-LOC I-LOC O O O O O
after six of Sunday 's 12 special stages in the 1,000 Lakes	O O O O O O O O O O B-MISC I-MISC
Division one	O O
He was caught by police trying to force his way into a home in the rural New Territories , a police spokesman said .	O O O O O O O O O O O O O O O O B-LOC I-LOC O O O O O O
SEATTLE AT BOSTON	B-ORG O B-LOC
The paper said five people had been arrested and police were looking for two more suspects .	O O O O O O O O O O O O O O O O O
AMT $ 300 MLN SPREAD - 12.5 BP MATURITY 21.JAN.99	O O O O O O O O O O
We 've got an international problem and I 'm prepared to use our military might .	O O O O O O O O O O O O O O O O
SOCCER - BALL RESIGNS AS MANCHESTER CITY MANAGER .	O O B-PER O O B-ORG I-ORG O O
Standings in the French first	O O O B-MISC O
The maximum sentence for heroin trafficking is the death penalty , although it is normally commuted to life imprisonment .	O O O O O O O O O O O O O O O O O O O O
league after Saturday 's matches ( tabulate under played , won ,	O O O O O O O O O O O O
Utrecht 1 0 1 0 2 2 1	B-ORG O O O O O O O
They have already signed an association agreement with the European Union and are both part of the Central European Free Trade Area , which also comprises Hungary , Slovakia and the Czech Republic .	O O O O O O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG I-ORG I-ORG I-ORG O O O O B-LOC O B-LOC O O B-LOC I-LOC O
Swindon .	B-ORG O
MANILA 1996-08-24	B-LOC O
Scoreboard on the fourth day of	O O O O O O
-DOCSTART-	O
Puerto Rico girl has surgery for hairy face .	B-LOC I-LOC O O O O O O O
President Bill Clinton 's triumphal appearance at the Democratic convention , a vital moment in his bid for a second term , was marred on Thursday by the resignation of a top adviser in a reported sex scandal .	O B-PER I-PER O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
29. Macedonia 8.07	O B-LOC O
RUGBY UNION - NEW ZEALAND DEFEAT SOUTH AFRICA 33-26 .	B-ORG I-ORG O B-LOC I-LOC O B-LOC I-LOC O O
And the farming sector , making the painful transition from Soviet central planning to a market economy simply has no money .	O O O O O O O O O O B-MISC O O O O O O O O O O O
Israel said last month after it recovered the body of a soldier abducted by Hamas seven years ago that it would consider freeing Yassin .	B-LOC O O O O O O O O O O O O O B-ORG O O O O O O O O B-PER O
NOTE : Arthur Yates and Co ltd is a garden products group .	O O B-ORG I-ORG I-ORG I-ORG O O O O O O O
-- Juan Guillermo Londono , Bogota newsroom , 571 610 7944	O B-PER I-PER I-PER O B-LOC O O O O O
DIARIO 16	B-ORG I-ORG
The association said a total of 4,464 single-family homes were sold in July , compared to 4,570 in June .	O O O O O O O O O O O O O O O O O O O O
Lokeren 4 1 1 2 4 5 4	B-ORG O O O O O O O
The PUK called on the United Nations and allied forces to halt the Iraqi aggression .	O B-ORG O O O B-ORG I-ORG O O O O O O B-MISC O O
PARIS 1996-08-23	B-LOC O
The facility has a tenor of six months .	O O O O O O O O O
JORDAN TIMES	B-ORG I-ORG
TORONTO 1996-08-22	B-LOC O
Quarter-finals	O
There will be no repeat of last year 's men 's final with eighth-ranked Andre Agassi landing in Sampras 's half of the draw .	O O O O O O O O O O O O O O B-PER I-PER O O B-PER O O O O O O
Roberto Carretero ( Spain ) vs. Jordi Burillo ( Spain )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
won , drawn , lost , goals for , goals against , points ) :	O O O O O O O O O O O O O O O
In Home Health Inc said on Thursday it will appeal to the U.S. Federal District Court in Minneapolis a decision by the Health Care Financing Administration ( HCFA ) that denied reimbursement of certain costs under Medicaid .	B-ORG I-ORG I-ORG I-ORG O O O O O O O O B-ORG I-ORG I-ORG I-ORG O B-LOC O O O O B-ORG I-ORG I-ORG I-ORG O B-ORG O O O O O O O O B-MISC O
DOETINCHEM , Netherlands 1996-08-29	B-LOC O B-LOC O
Unemployment ( pct ) July 10.8 pct ( June 10.6 pct )	O O O O O O O O O O O O
The committee consists of the chiefs of defence staff of each alliance country except Iceland , which has no armed forces .	O O O O O O O O O O O O O O B-LOC O O O O O O O
-DOCSTART-	O
Australian Rules - AFL results and standings .	B-MISC I-MISC O B-ORG O O O O
We have n't felt a drop-off in demand ....	O O O O O O O O O
Sumitomo and CNIEC have made no comments on the talk and Chinese traders said they know nothing of such an arrangement .	B-ORG O B-ORG O O O O O O O O B-MISC O O O O O O O O O O
Students backed by opposition parties battled police and burned an effigy of Prime Minister Sheikh Hasina during a strike in the north Bangladeshi town of Bogra on Sunday .	O O O O O O O O O O O O O O O B-PER O O O O O O B-MISC O O B-LOC O O O
Halftime 1-0 .	O O O
In Luxembourg : US Luxembourg ( Luxembourg ) 0 Varteks Varazdin	O B-LOC O B-ORG I-ORG O B-LOC O O B-ORG I-ORG
The Vermonter , which runs between St. Albans , Vermont , near the Canadian border and Washington , D.C. , collided with the truck at 7:51 a.m. EDT near the rural town of Roxbury some 15 miles southeast of the state capital Montpelier , Amtrak spokeswoman Maureen Garrity said .	B-MISC I-MISC O O O O B-LOC I-LOC O B-LOC O O O B-MISC O O B-LOC I-LOC I-LOC O O O O O O O O O O O O O O B-LOC O O O O O O O O B-LOC O B-ORG O B-PER I-PER O O
The companies had been contacted at the time and had not been fined for failing to pay , the official said .	O O O O O O O O O O O O O O O O O O O O O O
Some say that 's too old for an athlete , " he said .	O O O O O O O O O O O O O O
FEATURE - Rich new detail on U.S. Civil War unearthed .	O O O O O O B-MISC I-MISC I-MISC O O
, Inc. , said it won $ 1 million of Eau Claire , Wisc .	B-ORG I-ORG O O O O O O O O B-ORG I-ORG O B-LOC I-LOC
WARSAW 1996-08-25	B-LOC O
DUBLIN 1996-08-23	B-LOC O
Rapid Bucharest 4 0 1 3 4 9 1	B-ORG I-ORG O O O O O O O
The company , which reported improved first quarter earnings for the period ended July 31 , 1996 , declared a quarterly distribution of $ 0.65 per partnership unit for the quarter ended July .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Linzer ASK 5 0 3 2 4 8 3	B-ORG I-ORG O O O O O O O
Mike Clayton ( Australia ) 69 76 , Emanuele Canonica ( Italy )	B-PER I-PER O B-LOC O O O O B-PER I-PER O B-LOC O
The Thai army commander in the area , Col Suvit Maenmuan , told reporters the DKBA , which is allied with the Rangoon military government and based in southeast Burma , had recently stepped up cross-border infiltration .	O B-MISC O O O O O O O B-PER I-PER O O O O B-ORG O O O O O O B-LOC O O O O O O B-LOC O O O O O O O O
Sutjeska 3 Sloboda 2	B-ORG O B-ORG O
-DOCSTART-	O
Police said the man had recently been spotted cruising red-light areas in this northern Italian city , hurling abuse at prostitutes and firing blank shots at them .	O O O O O O O O O O O O O O B-MISC O O O O O O O O O O O O O
Aluminum alloy ( A380 grade ) , Midwest	O O O O O O O B-LOC
The ICAC has kept a close eye on passport scams after a U.S. official was jailed for trafficking fake Honduran passports as part of an immigration racket aimed at Chinese .	O B-ORG O O O O O O O O O O B-LOC O O O O O O B-MISC O O O O O O O O O B-MISC O
BALTIMORE 3 Oakland 1	B-ORG O B-ORG O
The National Basketball Association has sued America Online Inc , alleging that the United States ' No 1 on-line service is delivering real-time information about league games without its permission , The Wall Street Journal reported on Thursday .	O B-ORG I-ORG I-ORG O O B-ORG I-ORG I-ORG O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O O O O
-DOCSTART-	O
Conservative New Democracy ( ND ) party leader Miltiadis Evert will be hitting the campaign trail and head to Alexandroupolis this weekend to speak to the city 's businessmen on Sunday morning , ND said .	B-ORG I-ORG I-ORG O B-ORG O O O B-PER I-PER O O O O O O O O O B-LOC O O O O O O O O O O O O O B-ORG O O
division soccer matches at the weekend :	O O O O O O O
PHILADELPHIA AT SAN FRANCISCO	B-ORG O B-LOC I-LOC
CENTRAL DIVISION	B-MISC I-MISC
SEATTLE AT BOSTON	B-ORG O B-LOC
The food poisoning epidemic caused by the O-157 colon bacillus in Sakai appears to be " settling down " , Health Minister Naoto Kan was quoted by a government spokesman as telling the cabinet .	O O O O O O O B-MISC O O O B-LOC O O O O O O O O O O B-PER I-PER O O O O O O O O O O O
CALL B 97.00 PCT 0.75 DEM 2.50 PCT 127.10 X	O O O O O B-MISC O O O O
-DOCSTART-	O
They said 14 out of 45 passengers on the bus died instantly when the vehicle fell from the narrow road while on its way from the state capital Muzaffarabad to the nearby Pakistani town of Garhi Habibullah in the northwest .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O B-MISC O O B-LOC I-LOC O O O O
-DOCSTART-	O
MEXICO CITY 1996-08-29	B-LOC I-LOC O
6. Noureddine Morceli ( Algeria ) 7:36.81	O B-PER I-PER O B-LOC O O
Spartak Trnava 4 2 2 0 10 5 8	B-ORG I-ORG O O O O O O O
Lamonts said it plans to issue 9 million shares of new common stock .	B-ORG O O O O O O O O O O O O O
SOCCER - PORTUGUESE FIRST DIVISION RESULT .	O O B-MISC O O O O
SOCCER - SUMMARY OF SPANISH SUPER CUP .	O O O O B-MISC B-MISC I-MISC O
( Group ) FORECAST YEAR-AGO	O O O O O
The train 's engine and its six cars derailed but were still standing , state police said .	O O O O O O O O O O O O O O O O O O
SOFIA 1996-08-22	B-LOC O
He has spent his adult life in politics , coming to Congress as an aide in 1972 after three years in the Air Force and then being elected to the House of Representatives himself in 1978 .	O O O O O O O O O O O B-ORG O O O O O O O O O O B-ORG I-ORG O O O O O O B-ORG I-ORG I-ORG O O O O
Kurd rebels to free Turkish soldier prisoners .	B-MISC O O O B-MISC O O O
Diana first met the Albanian-born missionary in Rome in 1992 .	B-PER O O O B-MISC O O B-LOC O O O
The dollar was at 108.40 yen and 1.4765 marks compared with Tuesday 's European close of 107.78 yen and 1.4779 marks	O O O O O O O O O O O O O B-MISC O O O O O O O
Iraq balks at U.N. staff for oil-for-food deal .	B-LOC O O B-ORG O O O O O
MONTREAL 70 58 .547 11	B-ORG O O O O
TIRANA 1996-08-23	B-LOC O
He also called for the first general strike in two years in the West Bank and Gaza on Thursday .	O O O O O O O O O O O O O B-LOC I-LOC O B-LOC O O O
Rick Huisman ( 1-1 ) allowed one hit and a walk in the 12th to post his first major-league win .	B-PER I-PER O O O O O O O O O O O O O O O O O O O
Iran has an estimated one million drug addicts and is a key transit route for drugs , mostly opium , smuggled to Europe through Afghanistan and Pakistan -- the so called " Golden Crescent . "	B-LOC O O O O O O O O O O O O O O O O O O O O O B-LOC O B-LOC O B-LOC O O O O O B-ORG I-ORG O O
Iran heavily bombarded targets in northern Iraq in July in pursuit of KDPI guerrillas based in Iraqi Kurdish areas outside the control of the government in Baghdad .	B-LOC O O O O O B-LOC O O O O O B-ORG O O O B-MISC I-MISC O O O O O O O O B-LOC O
CHICAGO 64 64 .500 4 1/2	B-ORG O O O O O
-DOCSTART-	O
-DOCSTART-	O
Group workforce on June 30 300,962 down 3.7 oct	O O O O O O O O O
LONDON 1996-08-22	B-LOC O
Iraqi Kurd group says agrees new ceasefire .	B-MISC I-MISC O O O O O O
But the PMC unit is far more profitable , he said .	O O B-ORG O O O O O O O O O
Sanchez Vicario , runner-up to Graf at the French Open and Wimbledon , begins play against a qualifier in a quarter of the draw that includes young talent Martina Hingis , the 16th seed , before a probable quarter-final clash with seventh-seeded veteran Jana Novotna .	B-PER I-PER O O O B-PER O O B-MISC I-MISC O B-MISC O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O O B-PER I-PER O
Leading World Cup standings ( after 8 of 11 rounds ) :	O B-MISC I-MISC O O O O O O O O O
SPA-FRANCOCHAMPS 1996-08-25	B-LOC O
Groningen 3 0 2 1 2 5 2	B-ORG O O O O O O O
Scorers :	O O
59th-pen , Moeller 73rd , Heinrich 90th ) .	O O B-PER O O B-PER O O O
NEW YORK 1996-08-26	B-LOC I-LOC O
Best sees Q2 loss similar to Q1 loss .	B-ORG O O O O O O O O
Quite the contrary , Burundi has seen economic war declared against it by fellow African people ... a gratuitous immolation of the people of Burundi . "	O O O O B-LOC O O O O O O O O O B-MISC O O O O O O O O O B-LOC O O
Charleroi 4 1 0 3 4 8 3	B-ORG O O O O O O O
Advertising revenues at The Times grew 20 percent .	O O O B-ORG I-ORG O O O O
-DOCSTART-	O
Czech Republic - Radek Bonk ( 7th ) , Robert Reichel ( 33rd ,	B-LOC I-LOC O B-PER I-PER O O O O B-PER I-PER O O O
Ball , appointed in July 1995 , was unable to prevent City being relegated from the premier league last season and his record read 13 wins , 14 draws and 22 losses in 49 games .	B-PER O O O O O O O O O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O
Her health began to deteriorate in 1989 when she was fitted with a heart pacemaker .	O O O O O O O O O O O O O O O O
He would continue working on various documents and might meet " one state offical or another " .	O O O O O O O O O O O O O O O O O O
Wimbledon 2 0 0 2 0 5 0	B-ORG O O O O O O O
Men 's singles	O O O
The surgery is under way . "	O O O O O O O
" If they ( the PUNR ) are so vexed , they could leave the government ...	O O O O O B-ORG O O O O O O O O O O O
0-0 .	O O
9/16 - Hermawan Susanto ( Indonesia ) beat 1 - Fung Permadi ( Taiwan )	O O B-PER I-PER O B-LOC O O O O B-PER I-PER O B-LOC O
The tiny islands of the Seychelles failed to make soccer history at the weekend when they bowed out of the preliminary rounds of the African Nations Cup .	O O O O O B-LOC O O O O O O O O O O O O O O O O O O B-MISC I-MISC I-MISC O
Colombia was permitted to add a single additional round-trip flight to its current New York service , although it will not be able to do so while under Category Two ( Conditional ) status under the Federal Aviation Administration 's International Aviation Safety program .	B-LOC O O O O O O O O O O O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O B-MISC I-MISC I-MISC I-MISC O
Sandra Dopfer ( Austria ) beat Nanne Dahlman ( Finland ) 2-6 6-2	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
Club president Andre Bois said a successor would be named on Friday .	O O B-PER I-PER O O O O O O O O O
His critics allege he may be attempting to delay the debate .	O O O O O O O O O O O O
" Brush Wellman has been a leader in dealing with health and safety issues ( related to chronic Beryllium disease ) for nearly 50 years , " he said . "	O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Teams :	O O
Jan Siemerink ( Netherlands ) vs. Carl-Uwe Steeb ( Germany )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
Goulnara Fatkoullina helped Samokhalova to build an unbeatable points lead before snatching the bronze medal .	B-PER I-PER O B-PER O O O O O O O O O O O O
First Union said it has discontinued CPI as an element of its motor vehicle or boat installment loan contracts .	B-ORG I-ORG O O O O B-MISC O O O O O O O O O O O O O
-- Conservative opposition New Democracy promises series of measures on the economy 30 days after the elections aiming at 4.0 percent GDP growth rate annually -- George Georgiopoulos , Athens Newsroom +301 3311812-4	O O O B-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O B-PER I-PER O B-ORG I-ORG O O
following ( all figures cents per share ) :	O O O O O O O O O
A KSE statement said the recomposed index would be more representative , capturing market capitalisation of 82.3 percent , up from 79.9 percent previously .	O B-ORG O O O O O O O O O O O O O O O O O O O O O O O
The bullish comments for the coming year soothed analysts and most shareholders , who were disappointed by the lower than expected profit for 1995/96 .	O O O O O O O O O O O O O O O O O O O O O O O O O
-- Omar Lugo , Caracas newsroom , 582 834405	O B-PER I-PER O B-LOC O O O O
Kispest 3 Pecs 1	B-ORG O B-ORG O
The company said in a statement on Friday the deal was expected to be finalized in September .	O O O O O O O O O O O O O O O O O O
Eight members of a family , five of them children aged between two and seven , drowned when their small boat sank on Lake Maracaibo in western Venezuela early on Monday , authorities said .	O O O O O O O O O O O O O O O O O O O O O O O B-LOC I-LOC O O B-LOC O O O O O O O
Ken Caminiti added two RBI for the Padres , who have won six of their last seven games and remained one game ahead of the Los Angeles Dodgers in the National League West .	B-PER I-PER O O B-MISC O O B-ORG O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O B-MISC I-MISC I-MISC O
The Russians , working for the Aerostan firm in the Russian republic of Tatarstan , were taken hostage after a Taleban MiG-19 fighter forced their cargo plane to land in August 1995 .	O B-MISC O O O O B-ORG O O O B-MISC O O B-LOC O O O O O O B-MISC B-MISC O O O O O O O O O O O
Ord div 10.00 yen 10.00 yen	O O O O O O
South Queensland 21 4 0 17 210 460 8	B-ORG I-ORG O O O O O O O
DELIVERY : 9/17/96 approx ORDERS :	O O O O O O
But away from their home ground , they face unfriendly crowds who taunt the players with racist abuse .	O O O O O O O O O O O O O O O O O O O
U.S. envoy John Kornblum met Serbian President Slobodan Milosevic on Thursday in an effort to defuse a growing crisis surrounding Bosnia 's post-war elections .	B-LOC O B-PER I-PER O B-MISC O B-PER I-PER O O O O O O O O O O O B-LOC O O O O
Chernomyrdin said voters should decide Chechnya 's future but stressed there was no question of the government letting the region quit the Russian Federation -- something Moscow fears could encourage separatist tendencies in other ethnic regions , particularly in the strategic North Caucasus .	B-PER O O O O B-LOC O O O O O O O O O O O O O O O O B-LOC I-LOC O O B-LOC O O O O O O O O O O O O O O B-LOC I-LOC O
The decisive pitch nearly hit Ripken and gave the Orioles a one-half game lead over the Chicago White Sox in the wild-card race .	O O O O O B-PER O O O B-ORG O O O O O O B-ORG I-ORG I-ORG O O O O O
-DOCSTART-	O
Twente Enschede 3 1 2 0 4 2 5	B-ORG I-ORG O O O O O O O
- Slovenian police briefly detain two Bosnian opposition leaders in Ljubljana and cancel opposition political rallies in Ljubljana and Maribor .	O B-MISC O O O O B-MISC O O O B-LOC O O O O O O B-LOC O B-LOC O
- At least 20 people were killed when the two trucks in which they were travelling collided at Nhamavila about 160 km north of Maputo on Saturday , the Maputo daily Noticias said .	O O O O O O O O O O O O O O O O O O B-LOC O O O O O B-LOC O O O O B-LOC O B-ORG O O
